DO_ID	ICD10CM_ID
DOID:2055	F43.10
DOID:10480	Q79.1
DOID:365	N32.9
DOID:10481	J98.6
DOID:363	C55
DOID:10485	Q39.0
DOID:10486	Q41.1
DOID:10487	Q43.1
DOID:10488	Q42.3
DOID:367	G52.0
DOID:2048	K75.4
DOID:0110182	G60.0
DOID:14019	A23.3
DOID:14018	K70.3
DOID:0110189	H35.5
DOID:0110188	H35.5
DOID:0110187	G60.0
DOID:0110186	G60.0
DOID:0110185	G60.0
DOID:0110184	G60.0
DOID:0110183	G60.0
DOID:3322	E75.19
DOID:3323	E75.01
DOID:3324	F30-F39
DOID:3324	F39
DOID:3320	E75.02
DOID:3321	E75.0
DOID:3321	E75.00
DOID:14022	M89.0
DOID:14022	M89.00
DOID:14021	M94.0
DOID:14026	D52
DOID:14026	D52.9
DOID:3326	D69.2
DOID:4658	D47.0
DOID:0110170	G60.0
DOID:0110179	G60.0
DOID:0110177	G60.0
DOID:0110175	G60.0
DOID:0110174	G60.0
DOID:0110173	G60.0
DOID:3312	F31
DOID:3312	F31.9
DOID:4644	Q81.0
DOID:5976	I65.9
DOID:4645	C69.2
DOID:0110169	G60.0
DOID:3310	L20
DOID:3310	L20.81
DOID:3310	L20.9
DOID:3315	D17
DOID:3315	D17.9
DOID:0110160	G60.0
DOID:0110168	G60.0
DOID:0110167	G60.0
DOID:0110166	G60.0
DOID:0110165	G60.0
DOID:0110164	G60.0
DOID:0110163	G60.0
DOID:0110161	G60.0
DOID:2012	D81.4
DOID:4676	N19
DOID:4677	H16
DOID:4677	H16.9
DOID:0110159	G60.0
DOID:0110158	G60.0
DOID:4674	E34.5
DOID:4674	E34.50
DOID:4674	E34.51
DOID:14000	H21.1
DOID:2018	E16.1
DOID:0110157	G60.0
DOID:0110156	G60.0
DOID:0110155	G60.0
DOID:0110154	G60.0
DOID:0110153	G60.0
DOID:0110152	G60.0
DOID:0110151	G60.0
DOID:0110150	G60.0
DOID:4664	H16.12
DOID:2000	H68.0
DOID:2000	H68.00
DOID:2000	H68.009
DOID:4660	D47.0
DOID:0110149	G60.0
DOID:0110148	G60.0
DOID:0110147	E26.8
DOID:2007	H35.3
DOID:4606	C24.0
DOID:310	E88.42
DOID:4607	C24.9
DOID:4603	Q80.3
DOID:0110193	G60.0
DOID:0110192	G60.0
DOID:0110191	G60.0
DOID:0110190	G60.0
DOID:0110199	G60.0
DOID:0110198	G60.0
DOID:0110197	G60.0
DOID:0110196	G60.0
DOID:0110195	G60.0
DOID:0110194	G60.0
DOID:4621	Q04.2
DOID:4624	Q78.4
DOID:4626	Q04.3
DOID:8295	B86
DOID:11714	O24.4
DOID:11716	R73.09
DOID:11717	P70.2
DOID:11719	G71.0
DOID:4706	C71.7
DOID:0110146	E26.8
DOID:0110145	E26.8
DOID:0110144	E26.8
DOID:9584	A92.2
DOID:0110143	E26.8
DOID:0110142	E26.8
DOID:0110141	Q87.89
DOID:8252	J31.0
DOID:0110140	Q87.89
DOID:0110139	Q87.89
DOID:0110138	Q87.89
DOID:0110137	Q87.89
DOID:0110136	Q87.89
DOID:9589	N21.1
DOID:0110135	Q87.89
DOID:0110134	Q87.89
DOID:0110133	Q87.89
DOID:0110132	Q87.89
DOID:9574	Q30.0
DOID:0110131	Q87.89
DOID:0110130	Q87.89
DOID:0110129	Q87.89
DOID:0110128	Q87.89
DOID:0110127	Q87.89
DOID:0110126	Q87.89
DOID:9577	P37.5
DOID:0110125	Q87.89
DOID:0110124	Q87.89
DOID:0110123	Q87.89
DOID:0110122	Q13.8
DOID:0110121	Q13.8
DOID:0110120	Q13.8
DOID:0110119	D47.9
DOID:0110118	H35.5
DOID:0110117	D72.8
DOID:0110116	D47.9
DOID:0110115	D47.9
DOID:0110114	Q21.1
DOID:9590	N21
DOID:9590	N21.9
DOID:0110113	Q21.1
DOID:0110112	Q21.1
DOID:9598	M72.9
DOID:0110111	Q21.1
DOID:0110110	Q21.1
DOID:0110109	Q21.1
DOID:0110108	Q21.1
DOID:0110107	Q21.1
DOID:0110106	Q21.1
DOID:10456	J35.01
DOID:11787	D73.2
DOID:10457	A48.1
DOID:10459	J00
DOID:10460	J00
DOID:10460	J31.1
DOID:11797	J37.0
DOID:8200	A52
DOID:8200	A52.3
DOID:8200	A52.9
DOID:9531	A53.0
DOID:9537	A96.2
DOID:9538	C90.0
DOID:9538	C90.00
DOID:9534	A15.0
DOID:10471	M76.5
DOID:10471	M76.50
DOID:10439	H16.05
DOID:9565	Q24.0
DOID:9563	J47
DOID:9563	J47.9
DOID:289	N80
DOID:289	N80.9
DOID:288	N80.0
DOID:285	C91.4
DOID:285	C91.40
DOID:10440	H16.06
DOID:11771	H55.03
DOID:10441	H16.04
DOID:11772	H44.53
DOID:10442	H16.03
DOID:10443	H20.05
DOID:10444	H16.02
DOID:10445	H16.07
DOID:9553	E27.9
DOID:11781	H52.22
DOID:11782	H52.2
DOID:11782	H52.20
DOID:11746	C57.3
DOID:11747	C57.4
DOID:11748	C57.2
DOID:9506	J01.2
DOID:9506	J01.20
DOID:9507	J32.2
DOID:9505	F12
DOID:9505	F12.1
DOID:9503	J82
DOID:9500	D72.9
DOID:11750	A37.1
DOID:11754	H44.32
DOID:10426	Q76.1
DOID:10428	H18.61
DOID:11759	D50
DOID:11720	G71.0
DOID:11721	E74.09
DOID:11722	G71.11
DOID:11724	G71.0
DOID:11725	Q87.1
DOID:11727	G71.0
DOID:9521	E34.3
DOID:11729	A69.2
DOID:11729	A69.20
DOID:9513	C90.1
DOID:9513	C90.10
DOID:9512	H10.42
DOID:456	B77
DOID:456	B77.9
DOID:3277	C37
DOID:437	G70.0
DOID:437	G70.00
DOID:436	C38.2
DOID:440	G70.9
DOID:446	E26
DOID:446	E26.9
DOID:445	E26.81
DOID:3292	B04
DOID:450	G71.1
DOID:10377	H53.02
DOID:10378	H53.01
DOID:3240	J69.0
DOID:3241	J69.1
DOID:10383	G54.5
DOID:10393	M89.4
DOID:10398	A20.2
DOID:3263	E70.39
DOID:3265	D71
DOID:11693	K04.4
DOID:483	D18.0
DOID:11695	I81
DOID:10366	C63.0
DOID:10371	A66
DOID:10371	A66.9
DOID:10375	H53.03
DOID:10376	H53.00
DOID:3204	Q85.03
DOID:0110292	G71.0
DOID:0110291	H35.5
DOID:0110299	G71.0
DOID:0110298	G71.0
DOID:0110297	G71.0
DOID:0110296	G71.0
DOID:0110295	G71.0
DOID:0110294	G71.0
DOID:0110293	G71.0
DOID:0110281	G71.0
DOID:0110280	G71.0
DOID:0110289	G71.0
DOID:0110287	G71.0
DOID:0110286	G71.0
DOID:0110285	G71.0
DOID:0110284	G71.0
DOID:0110283	G71.0
DOID:0110282	G71.0
DOID:3225	S12.8
DOID:0110279	G71.0
DOID:0110270	Q12.0
DOID:0110278	G71.0
DOID:0110277	G71.0
DOID:0110276	G71.0
DOID:0110275	G71.0
DOID:0110274	G71.0
DOID:0110273	G71.0
DOID:0110272	Q12.0
DOID:0110271	Q12.0
DOID:4543	R41.2
DOID:5875	C48
DOID:5875	C48.0
DOID:4540	R48.8
DOID:5870	J82
DOID:0110269	Q12.0
DOID:3210	E75.2
DOID:0110268	Q12.0
DOID:418	M34.0
DOID:418	M34.9
DOID:420	L68
DOID:420	L68.3
DOID:420	L68.9
DOID:424	P28.0
DOID:423	G72.9
DOID:423	M60-M63
DOID:423	M62.9
DOID:5810	D81.3
DOID:5813	D81.5
DOID:5812	D81.6
DOID:5844	I21
DOID:5844	I22
DOID:409	K70-K77
DOID:409	K76.9
DOID:0110223	I49.8
DOID:0110222	I49.8
DOID:0110221	I49.8
DOID:12918	I73.1
DOID:0110220	I49.8
DOID:12919	B53.0
DOID:0110219	I49.8
DOID:0110218	I49.8
DOID:0110217	H35.5
DOID:0110216	H35.5
DOID:0110215	H35.5
DOID:0110214	Q35.3
DOID:0110213	Q35.1
DOID:0110213	Q35.3
DOID:0110213	Q35.5
DOID:0110213	Q35.7
DOID:0110213	Q35.9
DOID:0110212	G60.0
DOID:0110211	G60.0
DOID:0110210	G60.0
DOID:12929	I42.4
DOID:0110209	G60.0
DOID:0110208	G60.0
DOID:0110207	G60.0
DOID:0110206	G60.0
DOID:0110205	G60.0
DOID:0110204	G60.0
DOID:0110203	G60.0
DOID:0110202	G60.0
DOID:0050175	A84.1
DOID:0110200	G60.0
DOID:0050166	A18.17
DOID:12901	K11.8
DOID:12900	K11.8
DOID:12905	K11.5
DOID:12904	K11.6
DOID:0050156	J84.112
DOID:0050158	J84.115
DOID:0050158	J84.117
DOID:0050157	J84.116
DOID:0050152	J69.0
DOID:0110267	Q12.0
DOID:0110266	Q12.0
DOID:0110265	Q12.0
DOID:0110264	Q12.0
DOID:8133	C10.1
DOID:0110263	Q12.0
DOID:9461	H16.21
DOID:0110262	Q12.0
DOID:9462	H60.4
DOID:9462	H60.40
DOID:0110261	Q12.0
DOID:0110260	Q12.0
DOID:9460	C54
DOID:9460	C54.9
DOID:0110259	Q12.0
DOID:0110258	Q12.0
DOID:9467	Q87.2
DOID:0110257	Q12.0
DOID:0050145	J35.02
DOID:0050148	J04
DOID:0050148	J04.2
DOID:0050148	J37.1
DOID:0110256	Q12.0
DOID:0110255	Q12.0
DOID:9455	E75.6
DOID:0110254	Q12.0
DOID:9452	K70.0
DOID:0110253	Q12.0
DOID:0110252	Q12.0
DOID:0110251	Q12.0
DOID:0110250	Q12.0
DOID:0110249	Q12.0
DOID:0110248	Q12.0
DOID:8125	M92
DOID:8125	M93.9
DOID:0110246	Q12.0
DOID:0050133	B36.9
DOID:0110245	Q12.0
DOID:9487	Q43.0
DOID:0110243	Q12.0
DOID:0110242	Q12.0
DOID:0110241	Q12.0
DOID:9483	H01.01
DOID:0110240	Q12.0
DOID:0110239	Q12.0
DOID:0110238	Q12.0
DOID:0110237	Q12.0
DOID:0110236	Q12.0
DOID:0110235	Q12.0
DOID:0050120	D76.1
DOID:0050127	J01
DOID:0050127	J01.9
DOID:0050127	J01.90
DOID:0110234	Q12.0
DOID:9476	E23.0
DOID:0110233	Q12.0
DOID:9477	I26
DOID:9477	I26.99
DOID:0110232	Q12.0
DOID:0110231	Q12.0
DOID:0110230	Q12.0
DOID:9470	G00
DOID:9470	G00.9
DOID:9471	G03
DOID:9471	G03.9
DOID:0050118	A83.5
DOID:0110229	Q12.0
DOID:0110228	Q12.0
DOID:0110227	Q12.0
DOID:0110226	I49.8
DOID:0110225	I49.8
DOID:9478	F53
DOID:0110224	I49.8
DOID:11664	I12
DOID:11664	N26.9
DOID:12996	H04.32
DOID:11665	Q91.7
DOID:12995	F91
DOID:12995	F91.9
DOID:12997	H04.31
DOID:10337	H47.23
DOID:11668	H02.73
DOID:11669	H02.86
DOID:9427	I67.4
DOID:9423	H01.0
DOID:9423	H01.00
DOID:9423	H01.9
DOID:11671	H02.72
DOID:10341	G03.1
DOID:11678	B73
DOID:10348	H02.52
DOID:10349	N60.0
DOID:10349	N60.09
DOID:9410	E23.0
DOID:9415	J45
DOID:10350	N60.0
DOID:10352	N60.2
DOID:10353	N60.3
DOID:10354	N60
DOID:10354	N60.1
DOID:11685	L82.0
DOID:10314	I33.9
DOID:12978	B51
DOID:12978	B51.9
DOID:10316	J64
DOID:9446	K83.0
DOID:10320	J61
DOID:10322	J63.2
DOID:11653	H11.11
DOID:10323	J66.0
DOID:10324	J60
DOID:12987	D70
DOID:10325	J62
DOID:10325	J62.8
DOID:11656	L12.1
DOID:10327	J60
DOID:10328	J63.4
DOID:10329	J62.0
DOID:9432	E74.8
DOID:11661	H53.55
DOID:11623	K04.1
DOID:12958	H02.23
DOID:11629	N81.84
DOID:12959	H02.2
DOID:12959	H02.20
DOID:12961	Q79.8
DOID:10300	I73.0
DOID:10301	K11.2
DOID:10303	K11.2
DOID:10303	K11.20
DOID:11634	E03.9
DOID:11637	H52.53
DOID:11638	H52.4
DOID:10310	A87
DOID:10310	A87.9
DOID:12971	D58.0
DOID:12930	I42.0
DOID:12934	H49.81
DOID:11603	P83.4
DOID:12935	I42.6
DOID:9408	I21.3
DOID:9406	E23.0
DOID:9401	N45
DOID:9401	N45.3
DOID:9402	N45.1
DOID:9409	E23.2
DOID:11612	E28.2
DOID:11615	C60
DOID:11615	C60.2
DOID:11615	C60.9
DOID:4492	J09.X
DOID:3166	D72.823
DOID:100	A00-A09
DOID:106	A15.6
DOID:104	A49
DOID:104	A49.9
DOID:4480	Q77.4
DOID:3153	E88.2
DOID:112	I85.01
DOID:110	H25-H28
DOID:110	H27.9
DOID:5781	H73.81
DOID:3127	K62.89
DOID:3121	C23
DOID:5782	H73.9
DOID:5782	H73.90
DOID:146	H46.0
DOID:146	H47.1
DOID:146	H47.10
DOID:5773	K13.5
DOID:3119	C26.9
DOID:150	F99
DOID:150	F99-F99
DOID:119	C52
DOID:117	C38.0
DOID:116	C38.0
DOID:115	I31.4
DOID:114	I51.9
DOID:3144	Q82.8
DOID:120	C57
DOID:3138	L83
DOID:3132	E80.1
DOID:14262	B37.0
DOID:14262	B37.9
DOID:14261	Q99.2
DOID:14268	K83.0
DOID:14269	K83.0
DOID:5748	I09.89
DOID:4400	L82
DOID:5732	N70
DOID:5731	N70.11
DOID:5733	N70.91
DOID:14270	K83.0
DOID:14275	N90.5
DOID:14276	M75.4
DOID:3103	G54.0
DOID:14244	H04.21
DOID:14245	H35.35
DOID:14248	H66.2
DOID:14248	H66.20
DOID:3108	B77
DOID:14247	H66.3
DOID:0110391	H35.5
DOID:0110390	H35.5
DOID:0110399	H35.5
DOID:0110398	H35.5
DOID:0110397	H35.5
DOID:0110396	H35.5
DOID:0110395	H35.5
DOID:0110394	H35.5
DOID:0110393	H35.5
DOID:0110392	H35.5
DOID:14251	H35.51
DOID:0110389	H35.5
DOID:14250	Q90
DOID:14250	Q90.9
DOID:14252	H35.54
DOID:14256	M06.1
DOID:4428	F81.0
DOID:14219	N25.89
DOID:14221	E88.81
DOID:14223	E70.29
DOID:14225	J01.1
DOID:14225	J01.10
DOID:14228	N46.1
DOID:14228	N46.11
DOID:14227	N46.0
DOID:14227	N46.01
DOID:9296	Q36
DOID:9296	Q36.9
DOID:9297	K13.0
DOID:14230	H15.05
DOID:14233	H05.81
DOID:5723	H47.2
DOID:5723	H47.20
DOID:5719	C74.1
DOID:14213	E83.39
DOID:10610	K90.3
DOID:10612	L50.0
DOID:0110344	Q78.0
DOID:9388	H20.2
DOID:0110343	Q78.0
DOID:9389	H20.03
DOID:0110342	Q78.0
DOID:11949	A81.0
DOID:11949	A81.00
DOID:0110341	Q78.0
DOID:0110340	Q78.0
DOID:9384	A54.32
DOID:9383	H20.01
DOID:0110339	Q78.0
DOID:0110338	Q78.0
DOID:0110337	Q78.0
DOID:0110336	Q78.0
DOID:0110335	Q78.0
DOID:0110334	Q78.0
DOID:9370	H05.20
DOID:0110333	H35.5
DOID:10627	H47.21
DOID:0110332	H35.5
DOID:0110331	H35.5
DOID:10629	Q11.2
DOID:9375	H20.81
DOID:0110330	H35.5
DOID:0110329	H35.5
DOID:11920	C33
DOID:9392	J04.1
DOID:10600	F95.1
DOID:10603	R73.09
DOID:10604	E73
DOID:10604	E73.9
DOID:10606	K90.2
DOID:10607	K90.1
DOID:10608	K90.0
DOID:9398	J05.1
DOID:9398	J05.10
DOID:10609	E55.0
DOID:9395	J05.0
DOID:9396	J04.0
DOID:0110306	G71.0
DOID:0110305	G71.0
DOID:0110304	G71.0
DOID:0110303	G71.0
DOID:0110302	G71.0
DOID:0110301	G71.0
DOID:0110380	H35.5
DOID:0110388	H35.5
DOID:0110387	H35.5
DOID:0110386	H35.5
DOID:11905	C51.0
DOID:0110385	H35.5
DOID:0110384	H35.5
DOID:0110383	H35.5
DOID:9341	N36.1
DOID:0110382	H35.5
DOID:0110381	H35.5
DOID:14181	M75.3
DOID:14183	G62.1
DOID:9348	I77.71
DOID:0110379	H35.5
DOID:0110378	H35.5
DOID:14184	G62.0
DOID:14188	M75.0
DOID:0110377	H35.5
DOID:11914	K31.84
DOID:0110376	H35.5
DOID:0110375	H35.5
DOID:0110374	H35.5
DOID:0110373	H35.5
DOID:0110372	H35.5
DOID:0110371	H35.5
DOID:0110370	H35.5
DOID:9339	N36.5
DOID:0110369	H35.5
DOID:0110368	H35.5
DOID:9335	H53.42
DOID:9335	H53.43
DOID:9335	H53.45
DOID:0110367	H35.5
DOID:14199	H27.13
DOID:0110366	H35.5
DOID:0110365	H35.5
DOID:0110364	H35.5
DOID:0110363	H35.5
DOID:9365	N49.0
DOID:0110362	H35.5
DOID:0110361	H35.5
DOID:0110360	H35.5
DOID:9360	J45
DOID:0110359	H35.5
DOID:0110358	H35.5
DOID:0110357	H35.5
DOID:9368	H16.2
DOID:9368	H16.20
DOID:0110356	H35.5
DOID:9369	H05.11
DOID:0110355	H35.5
DOID:0110354	H35.5
DOID:0110353	H35.5
DOID:0110352	H35.5
DOID:0110351	Q78.0
DOID:9351	E08-E13
DOID:9351	E11
DOID:0110350	Q78.0
DOID:9352	E11
DOID:0110349	Q78.0
DOID:0110348	Q78.0
DOID:14172	I09.81
DOID:0110347	Q78.0
DOID:0110346	Q78.0
DOID:0110345	Q78.0
DOID:14176	D80.3
DOID:14175	Q85.8
DOID:10699	B66.4
DOID:9306	H50.6
DOID:9306	H50.60
DOID:9307	K62.3
DOID:9305	A18.85
DOID:0050214	G70.80
DOID:10686	N64.89
DOID:10688	N62
DOID:9312	J32.2
DOID:9317	I89.1
DOID:10691	N64.1
DOID:0080001	M89.9
DOID:10652	G30
DOID:10652	G30.9
DOID:11983	Q87.1
DOID:11984	I42.1
DOID:11988	H11.12
DOID:0110300	G71.0
DOID:11990	A21.0
DOID:11991	Q78.8
DOID:11994	N50.0
DOID:11996	N44.0
DOID:11996	N44.00
DOID:11996	N44.02
DOID:11997	N43.4
DOID:11997	N43.40
DOID:11997	N50.3
DOID:3191	G71.2
DOID:11963	K20
DOID:11963	K20.9
DOID:11968	N95.2
DOID:11975	H47.31
DOID:11975	H47.319
DOID:11975	Q14.2
DOID:11976	A05.1
DOID:10646	F21
DOID:219	C18
DOID:219	C18.9
DOID:218	C18.2
DOID:216	K02
DOID:216	K02.6
DOID:216	K02.9
DOID:214	K03.8
DOID:214	K03.89
DOID:4372	I66
DOID:3042	L23
DOID:3042	L23.9
DOID:3049	M30.1
DOID:222	H61.0
DOID:222	H61.00
DOID:222	H61.009
DOID:0014667	E88.9
DOID:227	M24.6
DOID:224	G45.9
DOID:5691	H47.6
DOID:4362	C53
DOID:4362	C53.9
DOID:231	G12.2
DOID:231	G12.20
DOID:230	G12.29
DOID:4398	L40.3
DOID:206	Q78.6
DOID:205	M89.3
DOID:205	M89.30
DOID:204	M77.9
DOID:203	M27.8
DOID:3052	N15.0
DOID:3055	A01.1
DOID:3055	A01.2
DOID:3055	A01.3
DOID:3055	A01.4
DOID:210	M77.3
DOID:210	M77.30
DOID:4336	B35
DOID:4333	Q50.4
DOID:4333	Q50.5
DOID:263	C64
DOID:261	C18.4
DOID:260	C18.3
DOID:268	C22.3
DOID:5655	H47.4
DOID:4325	A98.4
DOID:5656	G52.9
DOID:4327	A98.3
DOID:4352	C69.4
DOID:5679	H35.9
DOID:5672	C18.9
DOID:255	D18.0
DOID:255	D18.00
DOID:254	D18.03
DOID:5612	C72.0
DOID:5614	H44
DOID:5614	H44.9
DOID:14159	G91.1
DOID:14118	E78.3
DOID:4313	L12.3
DOID:4313	L12.30
DOID:6970	H04.3
DOID:14130	N81.12
DOID:14131	N81.11
DOID:4306	M54.1
DOID:4306	M54.10
DOID:6969	H04.33
DOID:9182	L10
DOID:9182	L10.9
DOID:9181	A06
DOID:9181	A06.9
DOID:9188	C06.1
DOID:14107	M65.4
DOID:9173	C08.0
DOID:9174	D01.2
DOID:14110	C21.0
DOID:14110	C21.1
DOID:14111	K14.2
DOID:14115	A48.3
DOID:5608	K04.2
DOID:5603	C91.5
DOID:5603	C91.50
DOID:9192	K22.4
DOID:6929	H35.81
DOID:6925	G57.3
DOID:11820	C67.1
DOID:11823	K76.7
DOID:11824	E78.81
DOID:0110465	H90.3
DOID:9267	E72.2
DOID:9267	E72.20
DOID:0110464	H90.3
DOID:9268	E72.51
DOID:0110463	H90.3
DOID:9265	E70.4
DOID:9265	E70.40
DOID:0110462	H90.3
DOID:11829	H44.2
DOID:9266	E72.01
DOID:0110461	I42.0
DOID:9263	E72.11
DOID:0110460	I42.0
DOID:9261	C11
DOID:9261	C11.0
DOID:9261	C11.1
DOID:9261	C11.2
DOID:9261	C11.3
DOID:9261	C11.9
DOID:0110459	I42.0
DOID:0110458	I42.0
DOID:0110457	I42.0
DOID:0110456	I42.0
DOID:9269	E71.0
DOID:0110455	I42.0
DOID:11830	H52.1
DOID:11831	H47.61
DOID:11836	Q66.0
DOID:11836	Q66.89
DOID:0110454	I42.0
DOID:0110453	I42.0
DOID:10507	I24.1
DOID:0110452	I42.0
DOID:11839	C60.1
DOID:9254	C94.3
DOID:9254	C94.30
DOID:0110451	I42.0
DOID:0110450	I42.0
DOID:9252	E72.9
DOID:0110449	I42.0
DOID:0110448	I42.0
DOID:0110447	I42.0
DOID:0110446	I42.0
DOID:0110445	I42.0
DOID:0110444	I42.0
DOID:9282	H40.05
DOID:11801	E46
DOID:0110443	I42.0
DOID:0110442	I42.0
DOID:0110441	I42.0
DOID:11809	C67.5
DOID:9286	N48.3
DOID:9286	N48.30
DOID:9283	H40.00
DOID:14080	E26.02
DOID:0110439	I42.0
DOID:0110438	I42.0
DOID:0110437	I42.0
DOID:0110436	I42.0
DOID:0110435	I42.0
DOID:0110434	I42.0
DOID:0110433	I42.0
DOID:14087	M77.1
DOID:9270	E70.29
DOID:9271	E72.4
DOID:11811	C67.4
DOID:11813	C67.0
DOID:11814	C67.3
DOID:0110432	I42.0
DOID:9278	E72.21
DOID:0110431	I42.0
DOID:11816	H43.81
DOID:0110430	I42.0
DOID:11817	C67.7
DOID:11818	C67.6
DOID:11819	C66
DOID:9274	E72.3
DOID:9275	E70.21
DOID:9273	E72.23
DOID:0110429	I42.0
DOID:0110428	I42.0
DOID:0110427	I42.0
DOID:0110426	I42.0
DOID:14092	I70.1
DOID:14095	A77.1
DOID:0110424	I42.0
DOID:0110423	I42.0
DOID:0110422	H35.5
DOID:9220	G47.31
DOID:0110499	H90.3
DOID:14067	B50
DOID:14067	B50.9
DOID:14069	B50.0
DOID:0110490	H90.3
DOID:0110498	H90.3
DOID:9212	L44.0
DOID:0110497	H90.3
DOID:0110496	H90.3
DOID:9210	B02.21
DOID:0110495	H90.3
DOID:0110494	H90.3
DOID:0110493	H90.3
DOID:0110492	H90.3
DOID:0110491	H90.3
DOID:0110489	H90.3
DOID:14075	G51.1
DOID:0110488	H90.3
DOID:0110487	H90.3
DOID:9245	Q44.7
DOID:0110486	H90.3
DOID:0110485	H90.3
DOID:0110484	H90.3
DOID:0110483	H90.3
DOID:0110482	H90.3
DOID:0110481	H90.3
DOID:0110480	H90.3
DOID:9240	I73.81
DOID:14040	E31.0
DOID:0110479	H90.3
DOID:0110478	H90.3
DOID:0110477	H90.3
DOID:0110476	H90.3
DOID:9234	D09.1
DOID:0110475	H90.3
DOID:9235	C12
DOID:0110474	H90.3
DOID:0110473	H90.3
DOID:0110472	H90.3
DOID:0110471	H90.3
DOID:0110470	H90.3
DOID:0110469	H90.3
DOID:0110468	H90.3
DOID:0110467	H90.3
DOID:0110466	H90.3
DOID:14059	C68.1
DOID:10575	E83.5
DOID:10575	E83.50
DOID:10581	E75.25
DOID:10581	E75.29
DOID:10582	G60.1
DOID:10584	H35.52
DOID:10587	E75.23
DOID:10588	E71.52
DOID:10588	E71.529
DOID:10588	G37.0
DOID:10591	O14
DOID:10591	O14.9
DOID:10591	O14.90
DOID:10595	G60.0
DOID:10554	A69.22
DOID:10554	G04
DOID:9201	L43
DOID:9201	L43.9
DOID:0050328	E00.1
DOID:0050328	E03.1
DOID:9207	G47.61
DOID:9206	K22.7
DOID:9206	K22.70
DOID:162	C80
DOID:162	C80.1
DOID:10567	A66.1
DOID:10567	A66.4
DOID:10568	A66.0
DOID:10568	A66.6
DOID:169	D3A.8
DOID:170	C75.9
DOID:178	I72.9
DOID:10533	J12.9
DOID:10534	C16
DOID:10534	C16.2
DOID:10534	C16.5
DOID:10534	C16.6
DOID:10534	C16.9
DOID:10538	C16.1
DOID:0110421	H35.5
DOID:3083	J44.9
DOID:0110420	H35.5
DOID:3086	K06.1
DOID:3082	J84.9
DOID:0110418	H35.5
DOID:0110417	H35.5
DOID:0110416	H35.5
DOID:0110415	H35.5
DOID:0110414	H35.5
DOID:3087	K05.0
DOID:3087	K05.00
DOID:3087	K05.1
DOID:3087	K05.10
DOID:0110413	H35.5
DOID:0110412	H35.5
DOID:0110411	H35.5
DOID:11870	G31.01
DOID:11871	H16.11
DOID:0110419	H35.5
DOID:11874	H53.61
DOID:10544	C16.4
DOID:11875	K12.1
DOID:10547	C16.3
DOID:10548	C16.0
DOID:0110410	H35.5
DOID:0110407	H35.5
DOID:0110406	H35.5
DOID:0110405	H35.5
DOID:0110404	H35.5
DOID:0110403	H35.5
DOID:0110402	H35.5
DOID:0110401	H35.5
DOID:0110400	H35.5
DOID:10550	H68.01
DOID:10550	H68.019
DOID:0110409	H35.5
DOID:0110408	H35.5
DOID:10516	H60.2
DOID:10516	H60.20
DOID:11847	I21
DOID:11847	I22
DOID:11851	A30.0
DOID:11853	H50.11
DOID:3096	H04.57
DOID:3096	H04.579
